PVID,metricname,seen_num,seen_denom,ptsseen_avg,all_num,all_denom,ptsall_avg,seen_norptid,all_norptid,metricarea_id,db_rsid,lastupdate,seen_num_over_denom,all_num_over_denom,
1.57225403700184E+15,COLORECTAL,100,150,66.6666666666666667,128,213,60.0938967136150235,6564,6565,273,1,1/1/2017 11:42:44 PM,0.6666666666666666666,0.6009389671361502347,
1.57225403700184E+15,COLORECTAL,100,150,66.6666666666666667,128,213,60.0938967136150235,6564,6565,273,1,1/2/2017 11:44:21 PM,0.6666666666666666666,0.6009389671361502347,
1.57225403700184E+15,COLORECTAL,101,151,66.8874172185430464,129,214,60.2803738317757009,6564,6565,273,1,1/3/2017 11:39:02 PM,0.6688741721854304635,0.6028037383177570093,
1.57225403700184E+15,COLORECTAL,109,159,68.5534591194968553,137,222,61.7117117117117117,6564,6565,273,1,1/4/2017 11:37:14 PM,0.6855345911949685534,0.6171171171171171171,
1.57225403700184E+15,COLORECTAL,114,168,67.8571428571428571,143,234,61.1111111111111111,6564,6565,273,1,1/5/2017 11:42:58 PM,0.6785714285714285714,0.6111111111111111111,
1.57225403700184E+15,COLORECTAL,145,211,68.7203791469194313,177,287,61.6724738675958188,6564,6565,273,1,1/6/2017 11:42:50 PM,0.6872037914691943127,0.6167247386759581881,
1.57225403700184E+15,COLORECTAL,145,211,68.7203791469194313,177,287,61.6724738675958188,6564,6565,273,1,1/8/2017 11:42:46 PM,0.6872037914691943127,0.6167247386759581881,
1.57225403700184E+15,COLORECTAL,155,224,69.1964285714285714,191,307,62.2149837133550489,6564,6565,273,1,1/9/2017 11:42:11 PM,0.6919642857142857142,0.6221498371335504885,
1.57225403700184E+15,COLORECTAL,172,243,70.7818930041152263,208,330,63.0303030303030303,6564,6565,273,1,1/10/2017 11:46:16 PM,0.7078189300411522633,0.6303030303030303030,
1.57225403700184E+15,COLORECTAL,172,243,70.7818930041152263,208,330,63.0303030303030303,6564,6565,273,1,1/11/2017 11:41:28 PM,0.7078189300411522633,0.6303030303030303030,
1.57225403700184E+15,COLORECTAL,173,243,71.1934156378600823,209,330,63.3333333333333333,6564,6565,273,1,1/12/2017 11:42:05 PM,0.7119341563786008230,0.6333333333333333333,
1.57225403700184E+15,COLORECTAL,173,243,71.1934156378600823,209,330,63.3333333333333333,6564,6565,273,1,1/13/2017 11:45:01 PM,0.7119341563786008230,0.6333333333333333333,
1.57225403700184E+15,COLORECTAL,172,241,71.3692946058091286,208,329,63.2218844984802432,6564,6565,273,1,1/15/2017 11:47:15 PM,0.7136929460580912863,0.6322188449848024316,
1.57225403700184E+15,COLORECTAL,173,242,71.4876033057851240,209,330,63.3333333333333333,6564,6565,273,1,1/16/2017 11:39:40 PM,0.7148760330578512396,0.6333333333333333333,
1.57225403700184E+15,COLORECTAL,174,243,71.6049382716049383,210,331,63.4441087613293051,6564,6565,273,1,1/17/2017 11:44:24 PM,0.7160493827160493827,0.6344410876132930513,
1.57225403700184E+15,COLORECTAL,173,243,71.1934156378600823,209,330,63.3333333333333333,6564,6565,273,1,1/18/2017 11:44:04 PM,0.7119341563786008230,0.6333333333333333333,
1.57225403700184E+15,COLORECTAL,174,244,71.3114754098360656,210,331,63.4441087613293051,6564,6565,273,1,1/19/2017 11:40:53 PM,0.7131147540983606557,0.6344410876132930513,
1.57225403700184E+15,COLORECTAL,173,245,70.6122448979591837,209,330,63.3333333333333333,6564,6565,273,1,1/20/2017 11:44:59 PM,0.7061224489795918367,0.6333333333333333333,
1.57225403700184E+15,COLORECTAL,173,246,70.3252032520325203,209,331,63.1419939577039275,6564,6565,273,1,1/22/2017 11:36:06 PM,0.7032520325203252032,0.6314199395770392749,
