PVID,metricname,seen_num,seen_denom,ptsseen_avg,all_num,all_denom,ptsall_avg,seen_norptid,all_norptid,metricarea_id,db_rsid,lastupdate,seen_num_over_denom,all_num_over_denom,
1.74453608836131E+15,COLORECTAL,26,65,40.0000000000000000,27,72,37.5000000000000000,6564,6565,273,1,1/1/2017 11:42:44 PM,0.4000000000000000000,0.3750000000000000000,
1.74453608836131E+15,COLORECTAL,25,65,38.4615384615384615,26,72,36.1111111111111111,6564,6565,273,1,1/2/2017 11:44:21 PM,0.3846153846153846153,0.3611111111111111111,
1.74453608836131E+15,COLORECTAL,25,65,38.4615384615384615,26,72,36.1111111111111111,6564,6565,273,1,1/3/2017 11:39:02 PM,0.3846153846153846153,0.3611111111111111111,
1.74453608836131E+15,COLORECTAL,25,65,38.4615384615384615,26,72,36.1111111111111111,6564,6565,273,1,1/4/2017 11:37:14 PM,0.3846153846153846153,0.3611111111111111111,
1.74453608836131E+15,COLORECTAL,25,64,39.0625000000000000,26,71,36.6197183098591549,6564,6565,273,1,1/5/2017 11:42:58 PM,0.3906250000000000000,0.3661971830985915492,
1.74453608836131E+15,COLORECTAL,25,64,39.0625000000000000,26,71,36.6197183098591549,6564,6565,273,1,1/6/2017 11:42:50 PM,0.3906250000000000000,0.3661971830985915492,
1.74453608836131E+15,COLORECTAL,25,64,39.0625000000000000,26,71,36.6197183098591549,6564,6565,273,1,1/8/2017 11:42:46 PM,0.3906250000000000000,0.3661971830985915492,
1.74453608836131E+15,COLORECTAL,25,64,39.0625000000000000,26,71,36.6197183098591549,6564,6565,273,1,1/9/2017 11:42:11 PM,0.3906250000000000000,0.3661971830985915492,
1.74453608836131E+15,COLORECTAL,25,64,39.0625000000000000,26,72,36.1111111111111111,6564,6565,273,1,1/10/2017 11:46:16 PM,0.3906250000000000000,0.3611111111111111111,
1.74453608836131E+15,COLORECTAL,25,64,39.0625000000000000,26,73,35.6164383561643836,6564,6565,273,1,1/11/2017 11:41:28 PM,0.3906250000000000000,0.3561643835616438356,
1.74453608836131E+15,COLORECTAL,25,65,38.4615384615384615,26,73,35.6164383561643836,6564,6565,273,1,1/12/2017 11:42:05 PM,0.3846153846153846153,0.3561643835616438356,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/13/2017 11:45:01 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/15/2017 11:47:15 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/16/2017 11:39:40 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/17/2017 11:44:24 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/18/2017 11:44:04 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/19/2017 11:40:53 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/20/2017 11:44:59 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/22/2017 11:36:06 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/23/2017 11:38:09 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,26,67,38.8059701492537313,27,75,36.0000000000000000,6564,6565,273,1,1/24/2017 11:35:47 PM,0.3880597014925373134,0.3600000000000000000,
1.74453608836131E+15,COLORECTAL,27,68,39.7058823529411765,28,76,36.8421052631578947,6564,6565,273,1,1/25/2017 11:44:02 PM,0.3970588235294117647,0.3684210526315789473,
1.74453608836131E+15,COLORECTAL,27,68,39.7058823529411765,28,76,36.8421052631578947,6564,6565,273,1,1/26/2017 11:43:30 PM,0.3970588235294117647,0.3684210526315789473,
1.74453608836131E+15,COLORECTAL,28,69,40.5797101449275362,29,77,37.6623376623376623,6564,6565,273,1,1/27/2017 11:40:25 PM,0.4057971014492753623,0.3766233766233766233,
1.74453608836131E+15,COLORECTAL,28,69,40.5797101449275362,29,77,37.6623376623376623,6564,6565,273,1,1/29/2017 11:42:15 PM,0.4057971014492753623,0.3766233766233766233,
1.74453608836131E+15,COLORECTAL,28,69,40.5797101449275362,29,78,37.1794871794871795,6564,6565,273,1,1/30/2017 11:44:59 PM,0.4057971014492753623,0.3717948717948717948,
1.74453608836131E+15,COLORECTAL,28,69,40.5797101449275362,29,78,37.1794871794871795,6564,6565,273,1,1/31/2017 11:47:45 PM,0.4057971014492753623,0.3717948717948717948,
1.74453608836131E+15,COLORECTAL,28,69,40.5797101449275362,29,78,37.1794871794871795,6564,6565,273,1,2/1/2017 11:47:44 PM,0.4057971014492753623,0.3717948717948717948,
1.74453608836131E+15,COLORECTAL,28,70,40.0000000000000000,29,78,37.1794871794871795,6564,6565,273,1,2/2/2017 11:45:08 PM,0.4000000000000000000,0.3717948717948717948,
