PVID,metricname,seen_num,seen_denom,ptsseen_avg,all_num,all_denom,ptsall_avg,seen_norptid,all_norptid,metricarea_id,db_rsid,lastupdate,seen_num_over_denom,all_num_over_denom,
1.37449686300061E+15,DM-FOOT,74,106,69.8113207547169811,74,114,64.9122807017543860,6546,6547,273,1,4/5/2017 11:35:35 PM,0.6981132075471698113,0.6491228070175438596,
1.37449686300061E+15,DM-FOOT,74,106,69.8113207547169811,74,114,64.9122807017543860,6546,6547,273,1,4/6/2017 11:36:15 PM,0.6981132075471698113,0.6491228070175438596,
1.37449686300061E+15,DM-FOOT,74,106,69.8113207547169811,74,114,64.9122807017543860,6546,6547,273,1,4/7/2017 11:41:41 PM,0.6981132075471698113,0.6491228070175438596,
1.37449686300061E+15,DM-FOOT,73,106,68.8679245283018868,73,114,64.0350877192982456,6546,6547,273,1,4/9/2017 11:43:48 PM,0.6886792452830188679,0.6403508771929824561,
1.37449686300061E+15,DM-FOOT,73,106,68.8679245283018868,73,114,64.0350877192982456,6546,6547,273,1,4/10/2017 11:35:17 PM,0.6886792452830188679,0.6403508771929824561,
1.37449686300061E+15,DM-FOOT,73,106,68.8679245283018868,73,114,64.0350877192982456,6546,6547,273,1,4/12/2017 11:34:07 PM,0.6886792452830188679,0.6403508771929824561,
1.37449686300061E+15,DM-FOOT,74,107,69.1588785046728972,74,114,64.9122807017543860,6546,6547,273,1,4/13/2017 11:41:00 PM,0.6915887850467289719,0.6491228070175438596,
1.37449686300061E+15,DM-FOOT,74,107,69.1588785046728972,74,114,64.9122807017543860,6546,6547,273,1,4/14/2017 11:43:37 PM,0.6915887850467289719,0.6491228070175438596,
1.37449686300061E+15,DM-FOOT,74,107,69.1588785046728972,74,114,64.9122807017543860,6546,6547,273,1,4/16/2017 11:38:01 PM,0.6915887850467289719,0.6491228070175438596,
1.37449686300061E+15,DM-FOOT,75,107,70.0934579439252336,75,114,65.7894736842105263,6546,6547,273,1,4/17/2017 11:39:57 PM,0.7009345794392523364,0.6578947368421052631,
1.37449686300061E+15,DM-FOOT,75,107,70.0934579439252336,75,109,68.8073394495412844,6546,6547,273,1,4/18/2017 11:39:59 PM,0.7009345794392523364,0.6880733944954128440,
1.37449686300061E+15,DM-FOOT,75,107,70.0934579439252336,75,109,68.8073394495412844,6546,6547,273,1,4/19/2017 11:39:56 PM,0.7009345794392523364,0.6880733944954128440,
1.37449686300061E+15,DM-FOOT,77,108,71.2962962962962963,77,110,70.0000000000000000,6546,6547,273,1,4/20/2017 11:41:12 PM,0.7129629629629629629,0.7000000000000000000,
1.37449686300061E+15,DM-FOOT,37,52,71.1538461538461538,37,54,68.5185185185185185,6546,6547,273,1,4/21/2017 11:40:01 PM,0.7115384615384615384,0.6851851851851851851,
1.37449686300061E+15,DM-FOOT,37,52,71.1538461538461538,37,54,68.5185185185185185,6546,6547,273,1,4/23/2017 11:38:56 PM,0.7115384615384615384,0.6851851851851851851,
1.37449686300061E+15,DM-FOOT,77,108,71.2962962962962963,77,110,70.0000000000000000,6546,6547,273,1,4/24/2017 10:41:19 AM,0.7129629629629629629,0.7000000000000000000,
